Organization,Category,Mission/Goals,Service Area (Region),County,Also Serving,Region,Website,Contact Person,Email,Phone
Ryves Youth Center Preschool at Etling Hall,Child Care Center,"Youth center, snacks, meals, athletics (boxing, basketball) multi-cultural events, Girl/Boy Scouts, Science Club, Homework tutors, Music, Art and theatre","Vigo, Clay, Sullivan, Vermillion county residents",Vigo,"Clay, Sullivan, Vermillion",7,Not Readily Available,Pam Otte,plotte@catholiccharitiesterrehaute.org,(812) 235-1265
Kountry Kids Child Care - School-Age Program,School Age Program,Cares for children before/after and school breaks and vacations.,Vigo county residents,Vigo,n/a,7,Not Readily Available,Ranee Armstrong,kountrykids1@aol.com,(812) 299-2880
Meadows Elementary School,School Age Program,"Western Indiana Community Action Agency, Inc. provides positive, nurturing child care both before and after school for Vigo County elementary school children in kindergarten through 5th grade.  Mentally and physically stimulating activities compliment the day's activities in school and space is provided for homework.",Vigo county residents,Vigo,n/a,7,www.wicaa.org,TeOnna Lewis,tlewis@wicaa.org,(812) 232-1264
Out of School Club /Camp RAVE,School Age Program,"Out of School Club is a FREE, fun-filled afterschool program of educational and recreational activities, including environmental discover, arts, character development, literacy, health and wellness, and much much more!!Camp RAVE is a fun-filled summer of educational and recreational activities, including environmental discover, arts and humanities, character development, literacy, health and wellness, and much much more!!",Vigo county residents,Vigo,n/a,7,www.casyonline.org,Rachel Mullinnix,rmullinnix@casyonline.org,(812) 232-3952
Small World Learning Center,Child Care Center,"Our School Age program provides a safe, fun place for children in elementary school. A homework tutor is available for your child, as well as countless activities. Allow your children to make friends and spend time in a safe, fun, and educational atmosphere until you get off work. We transport children to and from: Meadows, DeVaney, Davis Park, and Sugar Grove Elementary Schools.",Vigo county residents,Vigo,n/a,7,www.smallworldLC.org,Nic Tacker,admin@smallworldlc.org,(812) 235-3228
YMCA of Clay County ,School Age Program,"We provide homework help, snacks, physical activities, group games, free play, arts and crafts, drama, character education and more!Serving Eastside Elem, Forest Park Elem, Meridian Elem and North Clay MS",Clay county residents,Clay,n/a,7,www.claycountyymca.org,Nicole Fry,nfry@ymcaswv.org,(812) 442-6761
Clay Community Schools,School Discticts /Corporations,,,Clay,,7,,,,
Southwest Parke Com Sch Corp,School Discticts /Corporations,,,Parke,,7,,,,
North Central Parke Comm Schl Corp,School Discticts /Corporations,,,Parke,,7,,,,
South Putnam Community Schools,School Discticts /Corporations,,,Putnam,,7,,,,
North Putnam Community Schools,School Discticts /Corporations,,,Putnam,,7,,,,
Cloverdale Community Schools,School Discticts /Corporations,,,Putnam,,7,,,,
Greencastle Community Sch Corp,School Discticts /Corporations,,,Putnam,,7,,,,
Northeast School Corp,School Discticts /Corporations,,,Sullivan,,7,,,,
Southwest School Corp,School Discticts /Corporations,,,Sullivan,,7,,,,
North Vermillion Com Sch Corp,School Discticts /Corporations,,,Vermillion,,7,,,,
South Vermillion Com Sch Corp,School Discticts /Corporations,,,Vermillion,,7,,,,
Vigo County School Corp,School Discticts /Corporations,,,Vigo,,7,,,,
Bedford High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",North Lawrence Community Schools,Lawrence,n/a,8,http://bnlhs.nlcs.k12.in.us/ ,Phillip Dart,pdart@vinu.edu,812-323-6290
Eastern Greene High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Eastern Greene Schools,Greene,n/a,8,http://www.egreene.k12.in.us/our_schools/high_school ,Phillip Dart,pdart@vinu.edu,812-323-6290
Hoosier Hills Career Center,CTE Center,"To prepare students with marketable and transferable skills, occupational knowledge, and positive work habits. To provide students a foundation for post-secondary education and advanced technical training.","School Corporations : #5740 Monroe County, #2940 Eastern Greene, #5705 Richland Bean Blossom, #5925 Martinsville, #6195 Spencer Owen ",Monroe,"Greene, Morgan, Owen",8,http://www.mccsc.edu/hoosierhills ,Alan Dafoe,adafoe@mccsc.edu,812-330-7730
Hoosier Uplands Head Start,Head Start,"Head Start promotes school preparation by enhancing the social and cognitive development of children through the provision of educational, health, nutritional, social and other services.","1 location in Bedford, 1 location in Loogootee, 1 location in Mitchell, 1 location in Paoli, 1 location in Salem",Lawrence,"Martin, Orange, Washington",8,http://www.hoosieruplands.org ,Not Readily Available,dsbeeler@hoosieruplands.org,(812) 849-4447
Lost River Career Cooperative,CTE Center,Not readily available.,"School Corporations : #6155 Paoli, #6160 Springs Valley, #8220 W. Washington",Orange,Washington,8,http://www.lostrivercareercoop.com/ ,Kevin Knies,kknies@lrcc.k12.in.us,812-723-4818
North Lawrence Career Center,CTE Center,"Be who you want to be, go where you want to go, and do what you want to do.","School Corporations : #5075 North Lawrence, #5085 Mitchell, #3695 Brownstown, #5520 Shoals, #6145 Orleans, #3640 Medora",Lawrence,"Jackson, Martin, Orange",8,www.nlcs.k12.in.us/nlcc/,Tim Day,dayt@nlcs.k12.in.us,812-279-3561
Owen Valley High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Spencer-Owen Community Schools,Owen,n/a,8,http://www.socs.k12.in.us/owenvalleyhighschool_home.aspx ,Phillip Dart,pdart@vinu.edu,812-323-6290
South Central Community Action Program Head Start,Head Start,"Head Start promotes school preparation by enhancing the social and cognitive development of children through the provision of educational, health, nutritional, social and other services.","8 locations in Bloomington, 1 location in Ellettsville",Monroe,n/a,8,www.insccap.org ,Not Readily Available,blakely@insccap.org,(812) 339-3447 x244
Brown County YMCA Day Camps,School Age Program,"The YMCA provides day camps for school-age children during fall, winter, spring, and summer breaks. Action-field days, games, outdoor adventures, arts & crafts. Field trip days are on Tuesdays and Thursdays.","Brown, Bartholomew, Monroe county residents",Brown,"Bartholomew, Monroe",8,www.browncountyymca.org,Heather Lehnart,heatherlehnart@browncountyymca.org,(812) 988-9622
Cathleen's Kid Care,School Age Program,"Before & after school care, preschool, summer camp. We share our facility with a gymnastics studio so there are a lot of fun indoor activities. We are within walking distance to the park & library.","Owen, Clay, Greene, Monroe county residents",Owen,"Clay, Greene, Monroe",8,Not Readily Available,Cathleen McPhee,cathysgym@yahoo.com,(812) 829-4372
Daviess County Family YMCA After School Child Care,School Age Program,"The Daviess County Family YMCA After School Program provides parents with a safe environment for their kids during the after school hours. The After School Program focuses on character growth, learning activities, and fun with health and fitness.",Daviess county residents,Daviess,n/a,8,www.dcymca.org,Darin Hornaday,dhornaday@dcymca.org,(812) 254-4481
Girls Incorporated of Monroe County,School Age Program,"Girls Incorporated is a national youth organization dedicated to hleping girls become strong, smart, and bold.  We provide programs to girls after school, full day programs, when school is out and summer camps. Our center is a place where girls learn that they can be whatever they want to be, where their strengths are valued, where they are treated with respect and honesty, and where they can assume new responsibilities and take risks.  We have a gym and run evening sports leagues in addition to provide out- of-school time activities.",Monroe county residents,Monroe,n/a,8,www.girlsinc-monroe.org,June Taylor,jtaylor@monroe.girls-inc.org,(812) 336-7313
Kids Zone @ Eastern Greene Elementary,School Age Program,"Snacks, homework assistance, crafts, games, computer lab time, movies, outdoor play",Greene county residents,Greene,n/a,8,www.egreene.k12.in.us,Sharon Abts,sabts@egreene.k12.in.us,(812) 825-5623
MCCSC Afterschool EdVentures,School Age Program,"The mission of the Monroe County Community School Corporation School Age Care Program is to imporve and enrich student achievement-academically, behaviorally, and socially-by providing a safe, hands-on learning environment, and build connectiions between school, family and community.",Monroe county residents,Monroe,n/a,8,www.mccsc.net,Tim Pritchett,tpritche@mccsc.edu,(812) 330-7747
Rogers Elementary School,School Age Program,Not provided,Monroe county residents,Monroe,n/a,8,Not Readily Available,Monroe County CSC,Not Readily Available,(812) 330-7767
WISH a program of the United Way of Daviess County Education,School Age Program,The program is designed to boost literacy skills tied to core measures through use of the Kidzlit program and a strong enrichment program. Parent led family meetings will also be held once a month with a skilled observer who can offer curriculum and connect families to the greater community. The school is a pilot project with 95 % poverty rate and 50 % of students are Spanish speaking.,Daviess county residents,Daviess,n/a,8,www.UnitedWayofDaviessCounty.org,Brenda Sobecki,uway1038@att.net,(812) 254-1038
Brown County School Corporation,School Discticts /Corporations,,,Brown,,8,,,,
Barr-Reeve Com Schools Inc,School Discticts /Corporations,,,Daviess,,8,,,,
North Daviess Com Schools,School Discticts /Corporations,,,Daviess,,8,,,,
Washington Com Schools,School Discticts /Corporations,,,Daviess,,8,,,,
Bloomfield School District,School Discticts /Corporations,,,Greene,,8,,,,
Eastern Greene Schools,School Discticts /Corporations,,,Greene,,8,,,,
Linton-Stockton School Corp,School Discticts /Corporations,,,Greene,,8,,,,
M S D Shakamak Schools,School Discticts /Corporations,,,Greene,,8,,,,
White River Valley Sch Dist,School Discticts /Corporations,,,Greene,,8,,,,
North Lawrence Com Schools,School Discticts /Corporations,,,Lawrence,,8,,,,
Mitchell Community Schools,School Discticts /Corporations,,,Lawrence,,8,,,,
Shoals Community School Corp,School Discticts /Corporations,,,Martin,,8,,,,
Loogootee Community Sch Corp,School Discticts /Corporations,,,Martin,,8,,,,
Richland-Bean Blossom C S C,School Discticts /Corporations,,,Monroe,,8,,,,
Monroe County Com Sch Corp,School Discticts /Corporations,,,Monroe,,8,,,,
Orleans Community Schools,School Discticts /Corporations,,,Orange,,8,,,,
Paoli Community School Corp,School Discticts /Corporations,,,Orange,,8,,,,
Springs Valley Com School Corp,School Discticts /Corporations,,,Orange,,8,,,,
Spencer-Owen Community Schools,School Discticts /Corporations,,,Owen,,8,,,,
C4 Columbus Area Career Connection,CTE Center,C4 will connect community resources to provide career education for all students while laying the foundation for life-long learning.,"School Corporations : #0365 Bartholomew, #1655 Decatur County, #1730 Greensburg, #3710 Crothersville, #3675 Seymour, #0670 Brown County, #0370 Flat Rock - Hawcreek, #4215 Edinburgh ",Bartholomew,"Brown, Decatur, Jackson, Johnson",9,http://www.bcsc.k12.in.us/site/default.aspx?domainid=1451 ,Gene Hack,hackg@bcsc.k12.in.us,812-376-4240
Franklin County High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Franklin Community School Corporation,Franklin,n/a,9,http://www.fccsc.k12.in.us/fchs/wordpress/ ,Kristal Biehle,kbiehle@workonesoutheast.org,812-525-1304
"Human Services, Inc.",Head Start,"Head Start promotes school preparation by enhancing the social and cognitive development of children through the provision of educational, health, nutritional, social and other services.","1 location in Columbus, 1 location in Franklin, 1 location in Greensburg, 1 location in Greenwood, 1 location in Nashville, 1 location in Shelbyville",Bartholomew,"Johnson, Decatur, Brown, Shelby",9,www.hsi-indiana.com ,,jhammer@hsi-headstart.com,(812) 376-9608
Jennings County High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Jennings County Schools,Jennings,n/a,9,http://jchs.jcsc.org/ ,Kristal Biehle,kbiehle@workonesoutheast.org,812-525-1304
Madison Consolidated High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Madison Consolidated Schools,Jefferson,n/a,9,http://mchs.madison.k12.in.us/ ,Kristal Biehle,kbiehle@workonesoutheast.org,812-525-1304
"Ohio Valley Opportunities, Inc.",Head Start,"Head Start promotes school preparation by enhancing the social and cognitive development of children through the provision of educational, health, nutritional, social and other services.","1 location in Hanover, 1 location in Madison, 1 location in North Vernon, 1 location in Scottsburg",Jefferson,"Jennings, Scott",9,http://www.ovoinc.org ,,mharrell@ovoinc.org,(812) 265-4877
Seymour High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Seymour Community Schools,Jackson,n/a,9,http://shs.scsc.k12.in.us/ ,Kristal Biehle,kbiehle@workonesoutheast.org,812-525-1304
Southeastern Career Center,CTE Center,"The Southeastern Career Center provides students with technical skills integrated with academic knowledge while promoting work ethics, citizenship, and self-esteem to prepare them for careers in business and industry. In addition, we provide them a foundation for post secondary education and advanced technical training. ","School Corporations : #4015 Jennings County, #6865 S. Ripley, #6895 Batesville, #6900 Jac-Cen-Del, #6910 Milan, #1560 Sunman, #1600 S. Dearborn, #1620 Lawrenceburg, #6080 Rising Sun, #3995 Madison, #4000 S.W. Jefferson County, #7775 Switzerland County",Ripley,"Franklin, Jennings, Dearborn, Jefferson, Ohio, Adams, Arapahoe, Douglas, Switzerland",9,http://www.sccusa.org/ ,Brad Street,bstreet@sccenter.k12.in.us,"812-689-5253, Ext. 223"
Southeastern Indiana Economic Opportunity Corp,Head Start,"Head Start promotes school preparation by enhancing the social and cognitive development of children through the provision of educational, health, nutritional, social and other services.","1 location in Aurora, 1 location in Batesville, 1 location in Brookville, 1 location in Dillsboro, 1 location in Lawrenceburg, 1 location in Moores Hill, 1 location in Rising Sun, 1 location in Versailles, 2 locations in Vevay",Dearborn,"Ripley, Franklin, Ohio, Switzerland",9,http://www.sieoc.org ,,sieoc@sieoc.org,(812) 926-1585
All 4 Kids,School Age Program,Educational facility centered on alternative practices. They use the Mutt-i-grees curriculum,Franklin county residents,Franklin,n/a,9,Not Readily Available,Michelle Roberts-Schneider,mktroberts@aol.com,(765) 647-2719
ABC-Stewart Montessori School,Child Care Center,"Montessori program, individualized instruction, math, science, language arts, reading, Spanish, history, geography, music, art, technology, PE","Bartholomew, Brown, Jennings, Johnson, Monroe county residents",Bartholomew,"Brown, Jennings, Johnson, Monroe",9,www.abc-stewart.org,Linda Becker,becker.linda@abc-stewart.org,(812) 342-3029
"Children Inc., Center #2",Child Care Center,"Children, Inc. school age programs provide activities geared to the educational, physical, emotional, and social needs of each child. Children participate in a variety of activities supervised by child care speacialists. Activities include but are not limited to: arts and crafts, indoor and outdoor play, motor skills, large and small groups, science, math, reading, and writing, field trips, and community events.",Bartholomew county residents,Bartholomew,n/a,9,Not Readily Available,Diana Franklin,dfranklin@children-inc.com,(812) 379-2319
Batesville Community School Corp. After School Care Program,School Age Program,What: After school child care program Who: BCSC students in grades K-6 When: 3:00-6:00 every school day (180 days) Where: BPS (BIS students will ride their regular bus to BPS and meet in room 302) 15 to 1 student to adult ratio Each evening will include. Snack time Homework time Physical exercise Other activities such as a craft No TV. Parents will be notified if we schedule a movie or TV.,"Ripley, Franklin county residents",Ripley,Franklin,9,http://batesvilleinschools.com/bps/,Melissa Burton,mburton@batesville.k12.in.us,(812) 934-2104
Boys & Girls Club of Seymour,School Age Program,Not Readily Available,Jackson county residents,Jackson,n/a,9,http://www.bgcsey.org,Steve Stanfield,bgcsey@frontier.com,(812) 522-2434
Bright Elementary School - Latch Key,School Age Program,Not Readily Available,Dearborn county residents,Dearborn,n/a,9,http://bes.sunmandearborn.k12.in.us/,Nancy Cross,nancycross4@yahoo.com,(812) 637-4602
Brush Creek Elementary Latchkey,School Age Program,Before and After School Program for children ages 5-13. Children will be cared for in a professional manner.,Jennings county residents,Jennings,n/a,9,Not Readily Available,Annalee McClintock,annalee-mcclintock@yahoo.com,(812) 767-1342
"Children, Inc. @ St. Bartholomew Elementary",School Age Program,"Children, Inc is a community child care service which provides loving care, a safe environment, nourishing food, and a program geared to the educational, social, emotional and physical needs of children of families who desire quality affordable child care.",Bartholomew county residents,Bartholomew,n/a,9,www.children-inc.com,Beth Lehman,blehman@children-inc.com,(812) 379-2319
"Community Center of Hope, Inc - After School Program",School Age Program,"Our after school program is partnered with Hope Elementary to use the public school facility so students will have access to their teachers and other school resources. During the after school program students receive academic assistance, nutritional snacks, exercise, and enrichment activities.",Bartholomew county residents,Bartholomew,n/a,9,www.communitycenterofhope.org,Chelsea Kendall,cchdirector@communitycenterofhope.org,(812) 546-4499
Decatur County Family YMCA School-Age Program,School Age Program,"For our camp weeks and full day care we offer breakfast and lunch, and the child needs to bring his/her own snack. The students are able to swim each day and/or participate in a gross motor activity. We also offer arts and crafts and free time in our Y zone. In our Afterschool program we offer a meal, homework time, and gross motor activities. The students also have free time at the end of the structured time. Which can be arts and crafts, reading, or playing in the Y zone. Gross motor activites include time in our gym or outside; weather permitting.",Decatur county residents,Decatur,n/a,9,www.decaturcountyfamilyymca.org,Donna Dykes,donnad@dcfymca.org,(812) 663-9622
Extended Day Learning Program,School Age Program,It shall be the purpose of the Extended Day Learning Program to provide students with supervised learning and recreational activities in an effort to enhance their social and academic development. The program also provides parents an affordable option for after school child care. The purpose of the Extended Day Learning Program is as follows: . Provide students with after school care in a safe environment. . Provide enrichment opportunities to enhance social and academic development. . Provide an opportunity to pursue individual interests. . Provide parents with an affordable child care option after the regular school day.,Dearborn county residents,Dearborn,n/a,9,www.lburg.k12.in.us,Tammy Gregory,tgregory@lburg.k12.in.us,(812) 537-7272
Kids of Hope - Education Campus,Child Care Center,"The Before School Care program is from 6:30 am until school begins.  We provide a safe, fun and educational environment first thing in the morning.  Breakfast is served prior to leaving for school.  The After School Care program helps working parents by offering quality childcare that is inexpensive and fun for the kids.  The program includes snacks, tutoring, and plenty of fun activities.  Hours are from dismissal of school until 6pm.  We provide care for full days when school is not in session, other than legal holidays.",Bartholomew county residents,Bartholomew,n/a,9,www.communitycenterofhope.org,Chelsea Kendall,cchdirector@communitycenterofhope.org,(812) 546-4499
Girls Inc.,School Age Program,Not Readily Available,Jefferson county residents,Jefferson,n/a,9,Not Readily Available,Susan Stahl,girlsinc@seidata.com,(812) 265-5863
Carousel Play and Learn Center,Child Care Center,STEM activities and guided learning activities for the kids Homework assistance. Summer camp activities topics activities change each year.,"Decatur, Franklin county residents",Decatur,Franklin,9,www.carouselplay.org,Stacy Allgeier,carouselplay@gmail.com,(812) 663-5060
Hayden Elementary Latchkey,School Age Program,"Before and After School Program for children ages 5-13, children will be cared for in a professional manner.",Jennings county residents,Jennings,n/a,9,Not Readily Available,Annalee McClintock,annalee-mcclintock@yahoo.com,(812) 767-1342
i-CARE Before and After School Program,School Age Program,"The i-CARE program receives a 21st Century Community Learning Grant. Enrichment activities are provided by licensed teachers that consist of hands on, out-of-your-seat activities, with a STEM focus. Bus service home is available at 5 pm each day at no cost to the family. Financial assistance is also available to families that qualify for free/reduced meal status.",Bartholomew county residents,Bartholomew,n/a,9,www.bcsc.k12.in.us/domain/2152,Kate Garrity,garrityka@bcsc.k12.in.us,(812) 418-0924
Jac-Cen-Del School Age Program,School Age Program,This program is for school age children in the JCD school district.,Ripley county residents,Ripley,n/a,9,http://www.jaccendel.k12.in.us/ElemSchoolHome/index.htm,Christi Heaton,cheaton@jaccendel.k12.in.us,(812) 689-4144
Jennings County Middle School - Summer Program,School Age Program,Not Readily Available,Jennings county residents,Jennings,n/a,9,Not Readily Available,Annalee McClintock,annalee_mcclintock@yahoo.com,(812) 767-1342
Kids Klub,School Age Program,Our before and after school programs are designed to be fun and safe environments for children while providing the time to do homework do crafts and play along with many other activities.,Jackson county residents,Jackson,n/a,9,Not Readily Available,Rhonda O'Neal,kidsklubm@cabjacksm.org,(812) 569-4411
Graham Creek Elementary Latchkey,Child Care Center,Before and After School Program for children ages 5-13. Children will be cared for in a professional manner.,Jennings county residents,Jennings,n/a,9,Not Readily Available,Annalee McClintock,annalee-mcclintock@yahoo.com,(812) 767-1342
Lide White Memorial Boys & Girls Club,School Age Program,"The Lide White Boys & Girls Club provides a safe environment for children of all ages to come and have an educational yet fun place to hang out after school. We provide lunches (on days that there is not school) and snacks everyday of the work week. Our hours for kids usually are from 2pm-6pm for all after school care, if there is a snow day or a two hour delay then we open our doors at 6am and do not close them until 6pm. Kids and teens can have one-on-one attention when dealing with tutoring or schoolwork; after their work is done they have a plethora of activities to get involved in from drawing competitions to kickball tournaments.",Jefferson county residents,Jefferson,n/a,9,http://www.lidewhite.com/,Ray Black,rbjlwbgc@hotmail.com,(812) 265-5811
North Vernon Elementary Latch Key,School Age Program,"Childcare provied in North Vernon Elementary's gym; breakfast, snacks, and lunch served. Swimming on Tuesdays and Thursdays through Sept. 11",Jennings county residents,Jennings,n/a,9,Not Readily Available,Annalee McClintock,annalee_mcclintock@yahoo.com,(812) 346-6790
Reach For A Star @ Medora Elementary,School Age Program,It is an after school program targeting students needing both care and academic support. We are able to assist all parent requests through this program.,"Jackson, Harrison county residents",Jackson,Harrison,9,www.nhcs.k12.in.us,Julia Baylor,brcclcpc@brsinc.org,(812) 738-4971
Sand Creek Elementary Latchkey Program,School Age Program,"Before and After School Program for children ages 5-13, children will be cared for in a professional manner.",Jennings county residents,Jennings,n/a,9,Not Readily Available,Annalee McClintock,annalee-mcclintock@yahoo.com,(812) 767-1342
YMCA Learning Center,Child Care Center,before and/or after school care for kindergarten up through age 12,"Ripley, Franklin county residents",Ripley,Franklin,9,www.siymca.org,Jenny Salyer,childcare@siymca.org,(812) 932-1415
Scipio Elementary Latchkey,School Age Program,Before and After School Program for children ages 5-13. Children will be cared for in a professional manner.,Jennings county residents,Jennings,n/a,9,Not Readily Available,Annalee McClintock,annalee-mcclintock@yahoo.com,(812) 767-1342
Switzerland County YMCA,School Age Program,Not Readily Available,Switzerland county residents,Switzerland,n/a,9,http://www.switzymca.org/,Linda Hewitt,hewittymca@yahoo.com,(812) 427-9622
Bartholomew Con School Corp,School Discticts /Corporations,,,Bartholomew,,9,,,,
Flat Rock-Hawcreek School Corp,School Discticts /Corporations,,,Bartholomew,,9,,,,
Sunman-Dearborn Com Sch Corp,School Discticts /Corporations,,,Dearborn,,9,,,,
South Dearborn Com School Corp,School Discticts /Corporations,,,Dearborn,,9,,,,
Lawrenceburg Com School Corp,School Discticts /Corporations,,,Dearborn,,9,,,,
Decatur County Com Schools,School Discticts /Corporations,,,Decatur,,9,,,,
Greensburg Community Schools,School Discticts /Corporations,,,Decatur,,9,,,,
Franklin County Com Sch Corp,School Discticts /Corporations,,,Franklin,,9,,,,
Medora Community School Corp,School Discticts /Corporations,,,Jackson,,9,,,,
Seymour Community Schools,School Discticts /Corporations,,,Jackson,,9,,,,
Brownstown Cnt Com Sch Corp,School Discticts /Corporations,,,Jackson,,9,,,,
Crothersville Community Schools,School Discticts /Corporations,,,Jackson,,9,,,,
Madison Consolidated Schools,School Discticts /Corporations,,,Jefferson,,9,,,,
Southwestern-Jefferson Co Con,School Discticts /Corporations,,,Jefferson,,9,,,,
Jennings County Schools,School Discticts /Corporations,,,Jennings,,9,,,,
Rising Sun-Ohio Co Com,School Discticts /Corporations,,,Ohio,,9,,,,
South Ripley Com Sch Corp,School Discticts /Corporations,,,Ripley,,9,,,,
Batesville Community Sch Corp,School Discticts /Corporations,,,Ripley,,9,,,,
Jac-Cen-Del Community Sch Corp,School Discticts /Corporations,,,Ripley,,9,,,,
Milan Community Schools,School Discticts /Corporations,,,Ripley,,9,,,,
Switzerland County School Corp,School Discticts /Corporations,,,Switzerland,,9,,,,
"Community Action of Southern Indiana, Inc.",Head Start,"Head Start promotes school preparation by enhancing the social and cognitive development of children through the provision of educational, health, nutritional, social and other services.","1 location in Charlestown, 1 location in Jeffersonville, 2 locations in Sellersburg, 1 location in Underwood",Clark,n/a,10,http://www.casi1.org ,Not Readily Available,dgaetano@casi1.org,(812) 288-6451 x2128
Floyd County Community Action Agency,Head Start,"Head Start promotes school preparation by enhancing the social and cognitive development of children through the provision of educational, health, nutritional, social and other services.",2 locations in New Albany,Floyd,n/a,10,www.FCHEADSTART.com,Not Readily Available,lwuertzfcheadstart@yahoo.com,(812) 948-6981 x20
Jeffersonville High,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Greater Clark County Schools,Clark,n/a,10,http://jhs.gcs.k12.in.us/ ,Christal Stephenson,cstephenson@jobworksinc.com,812-941-6424
New Albany High,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",New Albany-Floyd County Consolidated Schools,Floyd,n/a,10,http://nahs.nafcs.k12.in.us/ ,Christal Stephenson,cstephenson@jobworksinc.com,812-941-6424
Prosser Career Education Center,CTE Center,Prosser Career Education Center ensures each student the skills for continued education and for career readiness.,"School Corporations : #2400 New Albany, #3190 S. Harrison, #3180 N. Harrison, #0940 West Clark, #1000 Clarksville, #1010 Greater Clark, #7230 Scott #1, #7255 Scott #2, #3160 Lanesville, #8205 Salem, #8215 E. Washington, #1300 Crawford County, Rock Creek (Charter)",Floyd,"Harrison, Clark, Scott, Washington, Crawford, Harrison",10,http://prosser.nafcs.k12.in.us/ ,Alan Taylor,ataylor@nafcs.k12.in.us,812-542-8508
Boys & Girls Clubs/ C.A.R.E.S. Program @ Marengo Elem.,School Age Program,"CARES provides a safe, fun, and educational place for students to spend their out of school time hours. We provide homework help, some tutoring, recreation and academic enrichment activities.",Crawford county residents,Crawford,n/a,10,www.cccs.k12.in.us,Janie Miller,jmiller@cccs.k12.in.us,(812) 267-0246
Christian Academy of Indiana - Before & After School Care,School Age Program,This is mainly a service to our families who work who need care for their children so that they can get to work on time and then pick the children up after work. It is activity based with some homework help.,Floyd county residents,Floyd,n/a,10,Not Readily Available,Shirley Owen,sowen@caschools.us,(812) 944-6200
Communities in Schools of Clark County,School Age Program,"Communities in Schools is to surround students with a community of support, empowering them to stay in school and achieve in life by bringing caring adults into the schools to address children's unmet needs.",Clark county residents,Clark,n/a,10,www.cisofclark.org,Nicole Stone,nstoneciscc@gmail.com,(812) 280-0028
Community Montessori,School Age Program,Not provided,Floyd county residents,Floyd,n/a,10,http://www.shiningminds.com/,Glenn Fondren,gfondren@shiningminds.com,(812) 948-1000
Ed Endres - Boys and Girls Club,School Age Program,Not provided,Floyd county residents,Floyd,n/a,10,bgckyana.org,Teri Finney,tfinney@bgckyana.org,(812) 944-4343
Hoosier Uplands 21st CCLC After School @ West Washington,School Age Program,"The after school program will increase students' literacy rates by a regular weekly schedule that will be highly engaging and enriching. The program will operate Monday through Friday during the school year. Monday through Thursday will consist of three 45 minute blocks of activities including academics, enrichment, and indoor/outdoor time. Academic time consists of homework help, computer lab, or other learning activities for each age group. If the students do not have homework, they will work on supplemental packets, educational online websites, or hands-on math and science activities. Enrichment time consists of hands-on science experiments, organized team building activities, character education, and craft projects. Fridays are more relaxed and typically include guest speakers, movie days, or special celebrations.",Washington county residents,Washington,n/a,10,Not Readily Available,Paula Blevins,afterschool@wwcs.k12.in.us,(812) 849-4447
Reach For A Star @ East Washington Elementary,School Age Program,It is an after school program targeting students needing both care and academic support. We are able to assist all parent requests through this program.,Washington county residents,Washington,n/a,10,www.nhcs.k12.in.us,Julia Baylor,brcclcpc@brsinc.org,(812) 738-4971
Rainbow's End Pre-school and Child Care Center,Child Care Center,"A safe, Nurturing Learning enviroment for all children","Floyd, Clark, Crawford, Harrison county residents",Floyd,"Clark, Crawford, Harrison",10,http://www.brsinc.org,Carrie Lyons,brgccgen@brsinc.org,(812) 951-3215
