Organization,Category,Mission/Goals,Service Area (Region),County,Also Serving,Region,Website,Contact Person,Email,Phone
Discovery Charter School,School District/Corporation,,,Floyd,,10,,,,
Garrett-Keyser-Butler Com,School District/Corporation,,,Harrison,,10,,,,
Gary Community School Corp,School District/Corporation,,,Harrison,,10,,,,
Gary Lighthouse Charter School,School District/Corporation,,,Harrison,,10,,,,
Southwest Parke Com Sch Corp,School District/Corporation,,,Scott,,10,,,,
Southwest School Corp,School District/Corporation,,,Scott,,10,,,,
West Clark Community Schools,School District/Corporation,,,Washington,,10,,,,
West Lafayette Com School Corp,School District/Corporation,,,Washington,,10,,,,
West Noble School Corporation,School District/Corporation,,,Washington,,10,,,,
Dubois Strong,Local Economic Development Organization,"Dubois Strong™ is Dubois County, Indiana's, economic development source for innovative entrepreneurs and thriving businesses. Dubois County is home to two publicly traded corporations and numerous other homegrown businesses that were born out of local entrepreneurship. Specialized programs, tailored services and keen business mentoring support local business growth while an abundance of skilled labor, infrastructure, coast-to-coast logistics and distribution make Dubois County advantageous for startups and relocations.",Dubois County,Dubois,n/a,11,www.duboisstrong.com,Ed Cole,ecole@duboisstrong.com,812.482.9650
Gibson County Economic Development Corporation,Local Economic Development Organization,To assist Gibson County in all economic development activities,Gibson County,Gibson,n/a,11,www.gibsoncountyedc.org,B. Todd Mosby,toddm@gibsoncountyedc.org,812.386.0002
Knox County Development Corporation,Local Economic Development Organization,"Our stated mission is: ""To maintain and improve the quality of life, including environmental concerns, for the citizens of Knox County by developing the overall economy of the county.""",Knox County,Knox,n/a,11,www.kcdc.com,Kent Utt,KentUtt@kcdc.com,812.886.6993
Perry County Development Corporation,Local Economic Development Organization,"Provide leadership advocacy, marketing, community planning, and development to raise the per capita income of Perry County residents, retain and expand existing firms, attract new business.",Perry County,Perry,n/a,11,www.pickperry.com,Alvin Evans,alvin@pickperry.com,812.547.8377
Pike County Economic Growth & Development Council,Local Economic Development Organization,Not readily available.,Pike County,Pike,n/a,11,www.pikecogrowth.org,Paul Lake,pikegrowth@frontier.com,812.354.2271
Posey County Economic Development Partnership,Local Economic Development Organization,Not readily available.,Posey County,Posey,n/a,11,www.pcedp.com,John S. Taylor,john.taylor@pcedp.com,812.838.6500
Lincolnland Economic Development Corporation,Local Economic Development Organization,"Lincolnland Economic Development Corporation is engaged in planning, marketing and developing the Spencer County Indiana economy. It joins forces with leaders from Indiana, Kentucky, and Illinois.",Spencer County,Spencer,n/a,11,www.ledc.org,Tom Utter,tutter@ledc.org,812.649.2119
Growth Alliance for Greater Evansville,Local Economic Development Organization,"The Growth Alliance for Greater Evansville provides support to new and existing businesses to enhance the economic vitality of the City of Evansville and Vanderburgh County, Indiana. We strive to be unique and creative when it comes to projects, making our Midwest home stand above the rest. Through these projects, it is our goal to bring a significant number of new jobs and new revenue dollars into our thriving community. ",Vanderburgh County,Vanderburgh,n/a,11,www.growthallianceevv.com,Debbie Dewey,debbie@growthallianceevv.com,812.401.4243
Warrick County Department of Economic Development,Local Economic Development Organization,Not readily available.,Warrick County,Warrick,n/a,11,www.successwarrickcounty.com,Larry Taylor,larry.taylor@warrickcounty.gov,812.858.3555
Economic Development Coalition of Southwest Indiana (Vanderburgh),Regional Economic Development Organization,"Finding the perfect location to do business is never an easy task, but the Economic Development Coalition of Southwest Indiana can help make that choice easier. We provide the necessary tools, services, and information, and are happy to prepare customized proposals for every project.","Gibson, Posey, Vanderburgh, and Warrick counties.",Vanderburgh,"Gibson, Posey, Warrick",11,www.SouthwestIndiana.org,Greg Wathen,Not Readily Available,812.423.2020
Economic Development Coalition of Southwest Indiana (Gibson),Regional Economic Development Organization,"Finding the perfect location to do business is never an easy task, but the Economic Development Coalition of Southwest Indiana can help make that choice easier. We provide the necessary tools, services, and information, and are happy to prepare customized proposals for every project.","Gibson, Posey, Vanderburgh, and Warrick counties.",Gibson,"Gibson, Posey, Warrick",11,www.SouthwestIndiana.org,Greg Wathen,Not Readily Available,812.423.2020
Economic Development Coalition of Southwest Indiana (Posey),Regional Economic Development Organization,"Finding the perfect location to do business is never an easy task, but the Economic Development Coalition of Southwest Indiana can help make that choice easier. We provide the necessary tools, services, and information, and are happy to prepare customized proposals for every project.","Gibson, Posey, Vanderburgh, and Warrick counties.",Posey,"Gibson, Posey, Warrick",11,www.SouthwestIndiana.org,Greg Wathen,Not Readily Available,812.423.2020
Economic Development Coalition of Southwest Indiana (Warrick),Regional Economic Development Organization,"Finding the perfect location to do business is never an easy task, but the Economic Development Coalition of Southwest Indiana can help make that choice easier. We provide the necessary tools, services, and information, and are happy to prepare customized proposals for every project.","Gibson, Posey, Vanderburgh, and Warrick counties.",Warrick,"Gibson, Posey, Warrick",11,www.SouthwestIndiana.org,Greg Wathen,Not Readily Available,812.423.2020
Radius Indiana-C (Lawrence),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Lawrence,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",8,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-C (Crawford),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Crawford,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",10,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-C (Daviess),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Daviess,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",8,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-C (Dubois),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Dubois,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",11,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-C (Greene),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Greene,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",8,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-C (Martin),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Martin,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",8,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-C (Orange),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Orange,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",8,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-C (Washington),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Washington,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",10,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
